duration,startDate,startStation,endDate,endStation,bike,subscription,,startPos,endPos
0h 6m 3s,12/13/2012 21:45:00,North Capitol St & F St NW,12/13/2012 21:51:00,8th & F St NW / National Portrait Gallery,W01024,Subscriber,,38.897446:-77.009888:33.10724318681378,38.897003:-77.022996:75.64089537270223
0h 24m 14s,12/13/2012 21:44:00,20th & O St NW / Dupont South,12/13/2012 22:08:00,20th & O St NW / Dupont South,W20887,Subscriber,,38.908905:-77.04478:5.379990418676794,38.908905:-77.04478:5.379990418676794
0h 2m 20s,12/13/2012 18:27:00,15th St & Massachusetts Ave SE,12/13/2012 18:29:00,19th & East Capitol St SE,W00821,Subscriber,,38.88732:-76.983569:78.88116749562222,38.8896:-76.9769:4.598857486140274
0h 8m 3s,12/13/2012 18:26:00,19th & East Capitol St SE,12/13/2012 18:34:00,19th & East Capitol St SE,W00528,Subscriber,,38.8896:-76.9769:4.598857486140274,38.8896:-76.9769:4.598857486140274
0h 18m 42s,12/13/2012 18:26:00,Convention Center / 7th & M St NW,12/13/2012 18:45:00,Georgetown Harbor / 30th St NW,W00198,Subscriber,,38.90572:-77.022264:45.58029852544275,38.9022212:-77.059219:90.27366227222096
0h 13m 35s,12/13/2012 18:26:00,22nd & I St NW / Foggy Bottom,12/13/2012 18:40:00,5th St & K St NW,W00133,Subscriber,,38.90088:-77.048911:66.08616193116573,38.90304:-77.019027:24.695755218818082
0h 4m 44s,12/13/2012 18:26:00,Massachusetts Ave & Dupont Circle NW,12/13/2012 18:31:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],w00223,Subscriber,,38.9101:-77.0444:0.037382486137694,38.91554:-77.03818:98.06925223097663
0h 7m 15s,12/13/2012 18:26:00,21st & I St NW,12/13/2012 18:33:00,17th & K St NW [formerly 17th & L St NW],W00452,Subscriber,,38.9008:-77.047:2.01921385090732,38.90276:-77.03863:82.23796582632403
0h 13m 20s,12/13/2012 18:26:00,Lamont & Mt Pleasant NW,12/13/2012 18:39:00,Massachusetts Ave & Dupont Circle NW,W00958,Subscriber,,38.9319:-77.0388:78.41949054594932,38.9101:-77.0444:0.037382486137694
0h 8m 8s,12/13/2012 18:26:00,Metro Center / 12th & G St NW,12/13/2012 18:34:00,15th & P St NW,W00517,Subscriber,,38.898364:-77.027869:10.131369063133011,38.90985:-77.034438:33.998461323854
0h 7m 8s,12/13/2012 18:25:00,7th & T St NW,12/13/2012 18:32:00,15th & P St NW,W00617,Subscriber,,38.9155:-77.0222:96.26319389275511,38.90985:-77.034438:33.998461323854
0h 3m 30s,12/13/2012 16:30:00,8th & Eye St SE / Barracks Row,12/13/2012 16:33:00,3rd & G St SE,W01053,Subscriber,,38.8792:-76.9953:71.9617949354179,38.881185:-77.001828:53.30373565898312
0h 38m 14s,12/13/2012 16:30:00,Smithsonian / Jefferson Dr & 12th St SW,12/13/2012 17:08:00,Smithsonian / Jefferson Dr & 12th St SW,W00011,Casual,,38.888767:-77.02858:85.26230168004004,38.888767:-77.02858:85.26230168004004
0h 3m 18s,12/13/2012 16:29:00,19th St & Pennsylvania Ave NW,12/13/2012 16:33:00,17th & K St NW [formerly 17th & L St NW],W01047,Subscriber,,38.9003:-77.0429:77.47903819820068,38.90276:-77.03863:82.23796582632403
0h 14m 20s,12/13/2012 16:29:00,Eckington Pl & Q St NE,12/13/2012 16:44:00,5th St & K St NW,W00630,Subscriber,,38.910972:-77.00495:67.54500856473913,38.90304:-77.019027:24.695755218818082
0h 11m 44s,12/13/2012 16:29:00,Fairfax Dr & Glebe Rd,12/13/2012 16:41:00,Wilson Blvd & Franklin Rd,W01268,Subscriber,,38.882281:-77.115449:35.538123157015924,38.8904:-77.0889:75.64736758236013
0h 3m 13s,12/13/2012 16:29:00,9th & Upshur St NW,12/13/2012 16:32:00,Georgia & New Hampshire Ave NW,W01439,Subscriber,,38.9418:-77.0251:85.8409436975972,38.936043:-77.024649:4.096833069823336
0h 11m 49s,12/13/2012 16:29:00,Columbia Rd & Belmont St NW,12/13/2012 16:41:00,11th & Kenyon St NW,W00736,Subscriber,,38.920669:-77.04368:20.582944739960553,38.929464:-77.027822:92.01130734735739
0h 12m 34s,12/13/2012 16:29:00,Fairfax Dr & Glebe Rd,12/13/2012 16:42:00,Wilson Blvd & Franklin Rd,W00387,Subscriber,,38.882281:-77.115449:35.538123157015924,38.8904:-77.0889:75.64736758236013
0h 3m 53s,12/13/2012 16:29:00,M St & New Jersey Ave SE,12/13/2012 16:33:00,3rd & G St SE,W00569,Subscriber,,38.8763:-77.0037:57.89359248493322,38.881185:-77.001828:53.30373565898312
0h 6m 21s,12/13/2012 16:29:00,19th St & Pennsylvania Ave NW,12/13/2012 16:35:00,M St & Pennsylvania Ave NW,W00415,Subscriber,,38.9003:-77.0429:77.47903819820068,38.905126:-77.056887:20.269144627354528
0h 6m 40s,12/13/2012 12:56:00,Calvert St & Woodley Pl NW,12/13/2012 13:02:00,Adams Mill & Columbia Rd NW,W01418,Subscriber,,38.9236:-77.0501:0.920886146520217,38.922925:-77.042581:68.37871253446838
0h 11m 35s,12/13/2012 12:55:00,37th & O St NW / Georgetown University,12/13/2012 13:07:00,20th St & Florida Ave NW,W20927,Subscriber,,38.90774:-77.071652:68.01955327072665,38.9154:-77.0446:2.194542440324043
0h 10m 27s,12/13/2012 12:55:00,1st & M St NE,12/13/2012 13:06:00,Maryland & Independence Ave SW,W20888,Subscriber,,38.9057:-77.0056:10.066673718983665,38.887299:-77.018939:16.87182147881584
0h 24m 2s,12/13/2012 12:55:00,Lamont & Mt Pleasant NW,12/13/2012 13:19:00,M St & Pennsylvania Ave NW,W01278,Subscriber,,38.9319:-77.0388:78.41949054594932,38.905126:-77.056887:20.269144627354528
0h 2m 14s,12/13/2012 12:55:00,15th & P St NW,12/13/2012 12:57:00,17th & Rhode Island Ave NW,W01279,Subscriber,,38.90985:-77.034438:33.998461323854,38.906602:-77.038785:95.2780204067158
0h 11m 41s,12/13/2012 12:55:00,15th & K St NW,12/13/2012 13:07:00,Massachusetts Ave & Dupont Circle NW,W20118,Subscriber,,38.902:-77.03353:5.130581938240663,38.9101:-77.0444:0.037382486137694
0h 4m 55s,12/13/2012 12:55:00,Maryland & Independence Ave SW,12/13/2012 13:00:00,USDA / 12th & Independence Ave SW,W00069,Subscriber,,38.887299:-77.018939:16.87182147881584,38.887237:-77.028226:78.16572269237984
0h 6m 18s,12/13/2012 12:54:00,4th & East Capitol St NE,12/13/2012 13:01:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00142,Subscriber,,38.889955:-77.000349:73.17175884869012,38.884:-76.995397:2.693865796764305
0h 5m 37s,12/13/2012 12:54:00,17th & K St NW / Farragut Square,12/13/2012 13:00:00,17th & Corcoran St NW,W01192,Subscriber,,38.902061:-77.038322:88.6546677538348,38.9121:-77.0387:10.021915253929913
0h 25m 27s,12/13/2012 8:54:00,17th & Rhode Island Ave NW,12/13/2012 9:20:00,Court House Metro / Wilson Blvd & N Uhle St,W00367,Subscriber,,38.906602:-77.038785:95.2780204067158,38.891696:-77.0846:61.560015425285386
0h 9m 22s,12/13/2012 8:54:00,13th & D St NE,12/13/2012 9:04:00,3rd & G St SE,W00471,Subscriber,,38.894832:-76.987633:4.104315015422677,38.881185:-77.001828:53.30373565898312
0h 12m 48s,12/13/2012 8:54:00,7th & R St NW / Shaw Library,12/13/2012 9:07:00,21st & I St NW,W01458,Subscriber,,38.912719:-77.022155:3.417683539036287,38.9008:-77.047:2.01921385090732
0h 3m 39s,12/13/2012 8:54:00,13th & D St NE,12/13/2012 8:58:00,D St & Maryland Ave NE,W20076,Subscriber,,38.894832:-76.987633:4.104315015422677,38.894758:-76.997114:28.809089128566935
0h 13m 15s,12/13/2012 8:54:00,14th & D St SE,12/13/2012 9:07:00,North Capitol St & F St NW,W00627,Subscriber,,38.884:-76.9861:63.56484490552471,38.897446:-77.009888:33.10724318681378
0h 7m 18s,12/13/2012 8:54:00,Thomas Circle,12/13/2012 9:01:00,18th St & Pennsylvania Ave NW,W00915,Subscriber,,38.9059:-77.0325:87.29941591534198,38.89968:-77.041539:22.059038524876794
0h 0m 3s,12/13/2012 8:54:00,17th & Rhode Island Ave NW,12/13/2012 8:54:00,17th & Rhode Island Ave NW,W01413,Subscriber,,38.906602:-77.038785:95.2780204067158,38.906602:-77.038785:95.2780204067158
0h 14m 52s,12/13/2012 8:54:00,Park Rd & Holmead Pl NW,12/13/2012 9:08:00,M St & Pennsylvania Ave NW,W00187,Subscriber,,38.9308:-77.0315:83.7204280632172,38.905126:-77.056887:20.269144627354528
0h 15m 43s,12/13/2012 8:53:00,Eastern Market / 7th & North Carolina Ave SE,12/13/2012 9:09:00,13th St & New York Ave NW,W00038,Subscriber,,38.886952:-76.996806:36.96767879185785,38.900283:-77.029822:30.763034074079766
0h 4m 51s,12/13/2012 8:53:00,California St & Florida Ave NW,12/13/2012 8:58:00,20th & O St NW / Dupont South,W20141,Subscriber,,38.917761:-77.04062:31.782494645373603,38.908905:-77.04478:5.379990418676794
0h 4m 57s,12/13/2012 7:04:00,M St & Pennsylvania Ave NW,12/13/2012 7:09:00,21st & I St NW,W20125,Subscriber,,38.905126:-77.056887:20.269144627354528,38.9008:-77.047:2.01921385090732
0h 20m 22s,12/13/2012 7:03:00,4th & M St SW,12/13/2012 7:23:00,19th & L St NW,W01362,Subscriber,,38.8767:-77.0178:2.120123600700363,38.903407:-77.043648:38.31350971966825
0h 3m 33s,12/13/2012 7:03:00,17th & Corcoran St NW,12/13/2012 7:06:00,17th & K St NW [formerly 17th & L St NW],W20892,Subscriber,,38.9121:-77.0387:10.021915253929913,38.90276:-77.03863:82.23796582632403
0h 13m 39s,12/13/2012 7:03:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12/13/2012 7:16:00,USDA / 12th & Independence Ave SW,W01062,Subscriber,,38.884:-76.995397:2.693865796764305,38.887237:-77.028226:78.16572269237984
0h 3m 47s,12/13/2012 7:02:00,Florida Ave & R St NW,12/13/2012 7:06:00,7th & R St NW / Shaw Library,W01072,Subscriber,,38.9126:-77.0135:40.49634722878266,38.912719:-77.022155:3.417683539036287
0h 5m 17s,12/13/2012 7:02:00,14th & Rhode Island Ave NW,12/13/2012 7:08:00,Convention Center / 7th & M St NW,W00134,Subscriber,,38.9086:-77.0323:44.521598782119085,38.90572:-77.022264:45.58029852544275
0h 5m 37s,12/12/2012 19:46:00,Columbus Circle / Union Station,12/12/2012 19:52:00,11th & H St NE,W00017,Subscriber,,38.89696:-77.00493:44.30198563043943,38.899983:-76.991383:7.488981514264703
0h 4m 51s,12/12/2012 19:45:00,14th & D St SE,12/12/2012 19:50:00,3rd & G St SE,W00236,Subscriber,,38.884:-76.9861:63.56484490552471,38.881185:-77.001828:53.30373565898312
0h 22m 44s,12/12/2012 19:45:00,Massachusetts Ave & Dupont Circle NW,12/12/2012 20:08:00,Massachusetts Ave & Dupont Circle NW,W00896,Subscriber,,38.9101:-77.0444:0.037382486137694,38.9101:-77.0444:0.037382486137694
0h 12m 42s,12/12/2012 19:45:00,17th & Rhode Island Ave NW,12/12/2012 19:57:00,10th & U St NW,W00086,Subscriber,,38.906602:-77.038785:95.2780204067158,38.9172:-77.0259:56.89066288103373
2h 22m 5s,12/12/2012 19:45:00,Clarendon Metro / Wilson Blvd & N Highland St,12/12/2012 22:07:00,Clarendon Metro / Wilson Blvd & N Highland St,W01257,Casual,,38.88786:-77.094875:0.577692468684465,38.88786:-77.094875:0.577692468684465
0h 12m 31s,12/12/2012 19:44:00,21st & M St NW,12/12/2012 19:57:00,14th & V St NW,W00643,Subscriber,,38.9054:-77.0471:24.384959716566712,38.9176:-77.0321:66.63283867035868
0h 12m 15s,12/12/2012 19:44:00,16th & Harvard St NW,12/12/2012 19:57:00,3000 Connecticut Ave NW / National Zoo,W01003,Subscriber,,38.926088:-77.036536:48.16606704314131,38.930282:-77.055599:54.266138477437366
0h 13m 28s,12/12/2012 19:44:00,14th & Harvard St NW,12/12/2012 19:58:00,California St & Florida Ave NW,W01141,Subscriber,,38.9268:-77.0322:84.14891391553977,38.917761:-77.04062:31.782494645373603
0h 17m 59s,12/12/2012 19:44:00,13th St & New York Ave NW,12/12/2012 20:02:00,15th St & Massachusetts Ave SE,W00705,Subscriber,,38.900283:-77.029822:30.763034074079766,38.88732:-76.983569:78.88116749562222
0h 6m 47s,12/12/2012 17:43:00,15th & P St NW,12/12/2012 17:50:00,14th & V St NW,W20982,Subscriber,,38.90985:-77.034438:33.998461323854,38.9176:-77.0321:66.63283867035868
0h 6m 18s,12/12/2012 17:43:00,Columbus Circle / Union Station,12/12/2012 17:49:00,1st & M St NE,W20911,Subscriber,,38.89696:-77.00493:44.30198563043943,38.9057:-77.0056:10.066673718983665
0h 9m 3s,12/12/2012 17:43:00,37th & O St NW / Georgetown University,12/12/2012 17:52:00,25th St & Pennsylvania Ave NW,W01168,Subscriber,,38.90774:-77.071652:68.01955327072665,38.903827:-77.053485:91.2733048781764
0h 5m 57s,12/12/2012 17:43:00,Massachusetts Ave & Dupont Circle NW,12/12/2012 17:49:00,15th & P St NW,W20960,Subscriber,,38.9101:-77.0444:0.037382486137694,38.90985:-77.034438:33.998461323854
0h 8m 53s,12/12/2012 17:43:00,21st St & Pennsylvania Ave NW,12/12/2012 17:52:00,15th & P St NW,W00148,Casual,,38.901539:-77.046564:8.548322731693004,38.90985:-77.034438:33.998461323854
0h 3m 45s,12/12/2012 17:42:00,Columbus Circle / Union Station,12/12/2012 17:46:00,D St & Maryland Ave NE,W00871,Subscriber,,38.89696:-77.00493:44.30198563043943,38.894758:-76.997114:28.809089128566935
0h 27m 10s,12/12/2012 17:43:00,L'Enfant Plaza / 7th & C St SW,12/12/2012 18:10:00,17th & Corcoran St NW,W00086,Subscriber,,38.886266:-77.022241:76.56102367806851,38.9121:-77.0387:10.021915253929913
0h 22m 22s,12/12/2012 17:42:00,Lynn & 19th St North,12/12/2012 18:05:00,Wilson Blvd & N Oakland St,W00362,Subscriber,,38.897315:-77.070993:37.12589158880336,38.8815:-77.10396:88.43467708349243
0h 6m 8s,12/12/2012 17:42:00,37th & O St NW / Georgetown University,12/12/2012 17:49:00,Lynn & 19th St North,W01350,Subscriber,,38.90774:-77.071652:68.01955327072665,38.897315:-77.070993:37.12589158880336
0h 5m 47s,12/12/2012 14:49:00,7th & R St NW / Shaw Library,12/12/2012 14:55:00,14th & Rhode Island Ave NW,W00566,Subscriber,,38.912719:-77.022155:3.417683539036287,38.9086:-77.0323:44.521598782119085
0h 10m 13s,12/12/2012 14:49:00,12th & L St NW,12/12/2012 14:59:00,21st St & Pennsylvania Ave NW,W20892,Subscriber,,38.903819:-77.0284:98.78030916899544,38.901539:-77.046564:8.548322731693004
0h 20m 38s,12/12/2012 14:49:00,4th & East Capitol St NE,12/12/2012 15:09:00,21st & I St NW,W00606,Subscriber,,38.889955:-77.000349:73.17175884869012,38.9008:-77.047:2.01921385090732
0h 18m 56s,12/12/2012 14:49:00,22nd & I St NW / Foggy Bottom,12/12/2012 15:08:00,Lincoln Memorial,W00575,Casual,,38.90088:-77.048911:66.08616193116573,38.888251:-77.049426:43.85899341211326
0h 5m 9s,12/12/2012 14:47:00,Clarendon Metro / Wilson Blvd & N Highland St,12/12/2012 14:53:00,N Adams St & Lee Hwy,W00455,Subscriber,,38.88786:-77.094875:0.577692468684465,38.89593:-77.089006:96.92598434585635
0h 18m 12s,12/12/2012 14:48:00,California St & Florida Ave NW,12/12/2012 15:06:00,Columbia Rd & Georgia Ave NW,W01296,Subscriber,,38.917761:-77.04062:31.782494645373603,38.928156:-77.02344:85.05503179183836
0h 14m 9s,12/12/2012 14:47:00,21st & M St NW,12/12/2012 15:02:00,15th & K St NW,W00147,Subscriber,,38.9054:-77.0471:24.384959716566712,38.902:-77.03353:5.130581938240663
0h 5m 37s,12/12/2012 9:50:00,Calvert St & Woodley Pl NW,12/12/2012 9:56:00,Massachusetts Ave & Dupont Circle NW,W01427,Subscriber,,38.9236:-77.0501:0.920886146520217,38.9101:-77.0444:0.037382486137694
0h 8m 38s,12/12/2012 9:50:00,Thomas Circle,12/12/2012 9:58:00,Massachusetts Ave & Dupont Circle NW,W01130,Casual,,38.9059:-77.0325:87.29941591534198,38.9101:-77.0444:0.037382486137694
0h 12m 54s,12/12/2012 9:50:00,21st St & Pennsylvania Ave NW,12/12/2012 10:03:00,C & O Canal & Wisconsin Ave NW,W20045,Casual,,38.901539:-77.046564:8.548322731693004,38.90375:-77.06269:37.21185511312615
0h 2m 26s,12/12/2012 9:49:00,4th St & Massachusetts Ave NW,12/12/2012 9:51:00,North Capitol St & F St NW,W00134,Subscriber,,38.9003:-77.016:36.952306254992514,38.897446:-77.009888:33.10724318681378
0h 2m 12s,12/12/2012 9:48:00,Braddock Rd Metro,12/12/2012 9:50:00,Henry St & Pendleton St,W00436,Subscriber,,38.814577:-77.052808:9.895722457536715,38.811456:-77.050276:66.09236540649779
0h 7m 40s,12/12/2012 9:48:00,17th & Rhode Island Ave NW,12/12/2012 9:55:00,Convention Center / 7th & M St NW,W20954,Subscriber,,38.906602:-77.038785:95.2780204067158,38.90572:-77.022264:45.58029852544275
0h 15m 56s,12/12/2012 9:48:00,US Dept of State / Virginia Ave & 21st St NW,12/12/2012 10:04:00,4th & M St SW,W20911,Subscriber,,38.894919:-77.046587:6.033718764139206,38.8767:-77.0178:2.120123600700363
0h 7m 46s,12/12/2012 9:47:00,Court House Metro / Wilson Blvd & N Uhle St,12/12/2012 9:55:00,Lynn & 19th St North,W20952,Subscriber,,38.891696:-77.0846:61.560015425285386,38.897315:-77.070993:37.12589158880336
0h 12m 22s,12/12/2012 7:54:00,Georgia & New Hampshire Ave NW,12/12/2012 8:07:00,17th & Rhode Island Ave NW,W00747,Subscriber,,38.936043:-77.024649:4.096833069823336,38.906602:-77.038785:95.2780204067158
0h 9m 37s,12/12/2012 7:54:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],12/12/2012 8:04:00,12th & L St NW,W00523,Subscriber,,38.91554:-77.03818:98.06925223097663,38.903819:-77.0284:98.78030916899544
0h 5m 5s,12/12/2012 7:54:00,California St & Florida Ave NW,12/12/2012 7:59:00,18th & M St NW,W00391,Subscriber,,38.917761:-77.04062:31.782494645373603,38.904742:-77.041606:97.94256624193794
0h 5m 3s,12/12/2012 7:54:00,14th & R St NW,12/12/2012 7:59:00,15th & K St NW,W20906,Subscriber,,38.912682:-77.031681:9.366245709469068,38.902:-77.03353:5.130581938240663
0h 11m 7s,12/12/2012 7:53:00,Massachusetts Ave & Dupont Circle NW,12/12/2012 8:05:00,20th & E St NW,W20093,Subscriber,,38.9101:-77.0444:0.037382486137694,38.8963:-77.045:98.52259364350951
0h 15m 7s,12/12/2012 7:53:00,D St & Maryland Ave NE,12/12/2012 8:08:00,4th & D St NW / Judiciary Square,W20113,Subscriber,,38.894758:-76.997114:28.809089128566935,38.895344:-77.016106:63.901448503844094
0h 3m 51s,12/12/2012 7:53:00,Key Blvd & N Quinn St,12/12/2012 7:57:00,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20130,Subscriber,,38.896015:-77.078107:71.14922741080973,38.8946:-77.072305:40.22488576755565
0h 5m 18s,12/12/2012 7:53:00,13th St & New York Ave NW,12/12/2012 7:58:00,18th St & Pennsylvania Ave NW,W01329,Subscriber,,38.900283:-77.029822:30.763034074079766,38.89968:-77.041539:22.059038524876794
0h 5m 40s,12/11/2012 20:43:00,5th St & K St NW,12/11/2012 20:48:00,1st & M St NE,W01345,Subscriber,,38.90304:-77.019027:24.695755218818082,38.9057:-77.0056:10.066673718983665
0h 4m 44s,12/11/2012 20:43:00,17th & Rhode Island Ave NW,12/11/2012 20:47:00,14th & R St NW,W01176,Subscriber,,38.906602:-77.038785:95.2780204067158,38.912682:-77.031681:9.366245709469068
0h 12m 42s,12/11/2012 20:42:00,L'Enfant Plaza / 7th & C St SW,12/11/2012 20:54:00,Potomac & Pennsylvania Ave SE,W20151,Subscriber,,38.886266:-77.022241:76.56102367806851,38.8803:-76.9862:22.53125949534075
0h 11m 52s,12/11/2012 20:42:00,8th & F St NW / National Portrait Gallery,12/11/2012 20:54:00,20th & O St NW / Dupont South,W01474,Subscriber,,38.897003:-77.022996:75.64089537270223,38.908905:-77.04478:5.379990418676794
0h 6m 48s,12/11/2012 20:41:00,Ward Circle / American University,12/11/2012 20:48:00,Tenleytown / Wisconsin Ave & Albemarle St NW,W00854,Subscriber,,38.938736:-77.087171:61.86817281060204,38.947607:-77.079382:34.73420946699907
0h 12m 30s,12/11/2012 20:41:00,Columbus Circle / Union Station,12/11/2012 20:54:00,Thomas Circle,W00811,Subscriber,,38.89696:-77.00493:44.30198563043943,38.9059:-77.0325:87.29941591534198
0h 2m 44s,12/11/2012 20:41:00,17th & Corcoran St NW,12/11/2012 20:44:00,17th & Rhode Island Ave NW,W01297,Subscriber,,38.9121:-77.0387:10.021915253929913,38.906602:-77.038785:95.2780204067158
0h 6m 9s,12/11/2012 20:41:00,14th & Rhode Island Ave NW,12/11/2012 20:47:00,12th & L St NW,W00770,Subscriber,,38.9086:-77.0323:44.521598782119085,38.903819:-77.0284:98.78030916899544
0h 5m 14s,12/11/2012 20:40:00,22nd & I St NW / Foggy Bottom,12/11/2012 20:46:00,17th & Rhode Island Ave NW,W00892,Subscriber,,38.90088:-77.048911:66.08616193116573,38.906602:-77.038785:95.2780204067158
0h 6m 54s,12/11/2012 20:40:00,Massachusetts Ave & Dupont Circle NW,12/11/2012 20:47:00,15th & P St NW,W00451,Subscriber,,38.9101:-77.0444:0.037382486137694,38.90985:-77.034438:33.998461323854
0h 8m 41s,12/11/2012 18:17:00,Thomas Circle,12/11/2012 18:25:00,14th & V St NW,W20976,Subscriber,,38.9059:-77.0325:87.29941591534198,38.9176:-77.0321:66.63283867035868
0h 5m 51s,12/11/2012 18:16:00,17th & K St NW [formerly 17th & L St NW],12/11/2012 18:22:00,14th & Rhode Island Ave NW,W01357,Subscriber,,38.90276:-77.03863:82.23796582632403,38.9086:-77.0323:44.521598782119085
0h 13m 2s,12/11/2012 18:17:00,Thomas Circle,12/11/2012 18:30:00,11th & Kenyon St NW,W00957,Casual,,38.9059:-77.0325:87.29941591534198,38.929464:-77.027822:92.01130734735739
0h 2m 10s,12/11/2012 18:16:00,22nd & I St NW / Foggy Bottom,12/11/2012 18:18:00,25th St & Pennsylvania Ave NW,W00747,Subscriber,,38.90088:-77.048911:66.08616193116573,38.903827:-77.053485:91.2733048781764
0h 2m 19s,12/11/2012 18:16:00,4th St & Massachusetts Ave NW,12/11/2012 18:18:00,8th & H St NW,W00420,Subscriber,,38.9003:-77.016:36.952306254992514,38.8997:-77.023086:50.458513601911925
0h 7m 3s,12/11/2012 18:16:00,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,12/11/2012 18:23:00,Court House Metro / Wilson Blvd & N Uhle St,W20020,Subscriber,,38.8946:-77.072305:40.22488576755565,38.891696:-77.0846:61.560015425285386
0h 38m 19s,12/11/2012 18:16:00,USDA / 12th & Independence Ave SW,12/11/2012 18:54:00,Van Ness Metro / UDC,W01234,Subscriber,,38.887237:-77.028226:78.16572269237984,38.944551:-77.063896:31.901624571138008
0h 17m 51s,12/11/2012 18:16:00,17th & Rhode Island Ave NW,12/11/2012 18:34:00,3rd & H St NE,W01218,Subscriber,,38.906602:-77.038785:95.2780204067158,38.900017:-77.001967:59.61964274257902
